도서관명,시도명,시군구명,도서관유형,휴관일,운영시작시각,운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자
옹기종기 작은도서관,서울특별시,강서구,작은도서관,일요일,9:00,18:00,0,"""5,403""",0,0,3,14,서울특별시 강서구 공항대로61길 50,새마을문고,02-3663-4155,,,http://lib.gangseo.seoul.kr/small/index.jsp,37.5534122,126.8495853,2016-05-31
해뜰 작은도서관,서울특별시,강서구,작은도서관,일요일,9:00,18:00,0,"""5,217""",0,0,3,14,서울특별시 강서구 방화대로48길 40,,02-2662-6669,,,http://lib.gangseo.seoul.kr/small/index.jsp,37.5749988,126.8188162,2016-05-31
꿈자람책놀이터작은도서관,서울특별시,강서구,작은도서관,월요일,10:00,18:00,30,"""10,544""",0,0,3,14,서울특별시 강서구 개화동로21길 4,,02-2661-0670,,,http://lib.gangseo.seoul.kr/small/index.jsp,37.5694331,126.8060119,2016-05-31
동읍평생교육센터,경상남도,창원시,작은도서관,공휴일,9:30,18:30,32,17351,4,54,3,14,경상남도 창원시 의창구 동읍로 88,동읍주민자치위원회,055-253-7841,6939,376.8,,35.2843644,128.6827407,2016-05-31
용잠마을도서관,경상남도,창원시,작은도서관,공휴일,9:30,18:30,22,12603,4,30,3,14,경상남도 창원시 의창구 동읍 용잠로 41,동읍주민자치위원회,055-253-9161,989,227,,35.2797386,128.688916,2016-05-31
자여마을도서관,경상남도,창원시,작은도서관,공휴일,9:30,18:30,20,13580,4,66,3,14,경상남도 창원시 의창구 동읍 자여로 64,동읍주민자치위원회,055-291-0124,2008,77,,35.2771048,128.7003552,2016-05-31
반딧불이도서관,경상남도,창원시,작은도서관,"""일, 공휴일""",10:00,19:00,15,11043,0,0,3,14,경상남도 창원시 의창구 북면 천주로 1085,북면주민자치위원회,055-298-6588,1205.48,198.18,,35.3479708,128.6073276,2016-05-31
대산평생교육센터,경상남도,창원시,작은도서관,"""토, 일, 공휴일""",9:30,18:00,24,12585,5,81,3,14,경상남도 창원시 의창구 대산면 진산대로355번길 20,대산면주민자치위원회,055-291-6457,643,318.8,,35.3324307,128.7077685,2016-05-31
천주평생교육센터,경상남도,창원시,작은도서관,공휴일,8:30,18:00,30,14088,42,256,2,14,경상남도 창원시 의창구천주로56번길 14(동정동),의창동주민자치위원회,055-299-3408,13821,102,,35.2538433,128.6402609,2016-05-31
소계평생교육센터,경상남도,창원시,작은도서관,공휴일,9:30,19:00,22,14872,11,135,2,14,경상남도 창원시 의창구 소계로84번길 7,의창동주민자치위원회,055-297-3452,555.9,185.76,,35.2572787,128.5999973,2016-05-31
의창평생교육센터,경상남도,창원시,작은도서관,공휴일,9:30,19:00,44,16776,24,67,3,14,경상남도 창원시 의창구 읍성로 25(북동),의창동주민자치위원회,055-296-5604,1088,334.37,,35.2653467,128.6208335,2016-05-31
대원평생교육센터,경상남도,창원시,작은도서관,법정공휴일,9:30,19:00,30,14800,12,0,2,14,경상남도 창원시 의창구 대원로93번길 2(대원동),팔룡동주민자치위원회,055-273-5134,823,281,,35.235043,128.6510507,2016-05-31
팔룡평생교육센터,경상남도,창원시,작은도서관,법정공휴일,9:30,19:00,25,17145,13,73,3,14,경상남도 창원시 의창구 팔용로 447(팔용동),팔룡동주민자치위원회,055-255-6537,1062,49,,35.2564652,128.6137523,2016-05-31
명곡평생교육센터,경상남도,창원시,작은도서관,공휴일,9:30,19:00,20,13034,8,2,3,14,경상남도 창원시 의창구 태복산로27번길 27-1,명곡동주민자치위원회,055-273-8019,841.64,149.36,,35.2556393,128.6393798,2016-05-31
명서1평생교육센터,경상남도,창원시,작은도서관,"""일,공휴일""",9:30,19:00,30,14700,8,2,3,14,경상남도 창원시 의창구 명지로122번길 20(명서동),명곡동새마을협의회,055-273-9765,830,411,,35.2456259,128.6491366,2016-05-31
명서2평생교육센터,경상남도,창원시,작은도서관,공휴일,9:30,19:00,30,14055,5,3,3,14,경상남도 창원시 의창구 우곡로101번길 28(명서동),명곡동주민자치위원회,055-273-9766,728,362,,35.243391,128.641757,2016-05-31
봉곡평생교육센터,경상남도,창원시,작은도서관,국가공휴일,9:30,19:00,39,16132,12,13,5,14,경상남도 창원시 의창구 창이대로165번길 7(봉곡동),경남정보사회연구소,055-265-6086,831.69,334.35,http://www.kisingo.or.kr/,35.2446844,128.655235,2016-05-31
봉림평생교육센터,경상남도,창원시,작은도서관,공휴일,9:00,19:00,20,16020,22,0,2,14,경상남도 창원시 의창구 창이대로259번길 1(봉곡동),한가람청소년문화재단,055-265-6087,118.08,298.05,,35.2464496,128.6657648,2016-05-31
사림평생교육센터,경상남도,창원시,작은도서관,국가공휴일,9:30,19:00,30,16297,6,371,3,14,경상남도 창원시 의창구 사림로16번길 37(사림동),경남정보사회연구소,055-261-1034,665.43,664.43,http://www.kisingo.or.kr/,35.2448974,128.6792221,2016-05-31
용지평생교육센터,경상남도,창원시,작은도서관,"""일, 공휴일""",9:30,19:00,40,17118,8,34,3,14,경상남도 창원시 의창구 용지로239번길 19-4(용호동),용지동주민자치회,055-261-8477,4308.1,285,,35.2360419,128.6845362,2016-05-31
신월평생교육센터,경상남도,창원시,작은도서관,"""일, 공휴일""",9:30,19:00,24,14573,3,0,5,14,경상남도 창원시 의창구 신월로 48(신월동),창원여성의전화,055-287-0667,752.3,199.2,,35.2276272,128.6926255,2016-05-31
반지평생교육센터,경상남도,창원시,작은도서관,국경일,9:30,19:00,25,18839,8,15,5,14,경상남도 창원시 성산구 반지로15번길 16(반지동),반송동주민자치위원회,055-238-7068,1167,665.6,,35.2410252,128.6587984,2016-05-31
반림마을도서관,경상남도,창원시,작은도서관,국경일,9:00,18:30,27,15681,4,582,5,14,경상남도 창원시 성산구 반송로 105(반림동),반림마을도서위원회,055-261-9223,141.9,141.9,http://cafe.daum.net/banrimlibrary,35.2387819,128.6689378,2016-05-31
내동평생교육센터,경상남도,창원시,작은도서관,"""일요일, 공휴일""",9:30,19:00,7,15308,4,210,3,14,경상남도 창원시 성산구 창원대로 716(내동),경남여성회,055-287-4114,817.8,285.4,http://www.gnwomen.com/,35.2175739,128.669536,2016-05-31
중앙평생교육센터,경상남도,창원시,작은도서관,일요일을 제외한 법정공휴일,9:30,19:00,12,14550,4,38,3,14,경상남도 창원시 성산구 원이대로580번길 34(중앙동),(사)지역문화공동체 경남정보사회연구소,055-263-4511,465.5,277.3,http://www.kisingo.or.kr,35.2252302,128.6771984,2016-05-31
중앙동 늘푸른 도서관,경상남도,창원시,작은도서관,일요일 및 공휴일,9:30,18:30,23,12080,3,0,3,14,경상남도 창원시 성산구 외동반림로134번길 15(상남동),중앙동 새마을 문고회,055-281-3342,165,180,http://cafe.daum.net/jungangevergreen,35.2297787,128.6741316,2016-05-31
상남동평생교육센터,경상남도,창원시,작은도서관,국가지정공휴일,9:30,19:00,12,13164,8,0,2,14,경상남도 창원시 성산구 동산로 115(상남동),상남동주민자치위원회,055-264-0517,180,784,http://www.changwon.go.kr/town/sangnam,35.2189019,128.6895637,2016-05-31
사파평생교육센터,경상남도,창원시,작은도서관,국경일,9:30,19:00,35,16087,6,386,2,14,경상남도 창원시 성산구 창이대로706번길 16-23(사파동),(재)창원기독교청년회유지재단,055-266-1158,252,252,,35.2217294,128.6982501,2016-05-31
대방평생교육센터,경상남도,창원시,작은도서관,국경일,9:30,19:00,26,15111,10,144,3,14,"""경상남도 창원시 성산구 대정로 142, 3층(대방동)""",책사랑,055-283-6558,183.5,183.5,,35.2099366,128.7087556,2016-05-31
사파동성마을도서관,경상남도,창원시,작은도서관,국경일,9:00,18:00,36,14597,7,0,2,14,경상남도 창원시 성산구 비음로 150(사파동),사파동성 아파트 입주자 대표회의,055-263-8216,96,96,,35.219156,128.7035237,2016-05-31
대동디지털마을도서관,경상남도,창원시,작은도서관,국경일,9:00,18:00,33,12845,8,0,2,14,"""경상남도 창원시 성산구 창이대로881번길 8, 205동 1층(대방동)""",대동디지털아파트 입주자대표회의,055-603-3087,69.6,69.6,,35.2068657,128.7077877,2016-05-31
가음정평생교육센터,경상남도,창원시,작은도서관,국경일,9:30,19:00,51,20808,2,508,3,14,경상남도 창원시 성산구 원이대로883번길 15-38(가음동),가음정주민자치위원회,055-289-9155,683.3,355.3,http://cafe.daum.net/educationlibrary,35.2085496,128.6972136,2016-05-31
남산평생교육센터,경상남도,창원시,작은도서관,일요일,9:30,19:00,40,19056,2,163,3,14,경상남도 창원시 성산구 가음로92번길 6(가음동),경남여성회,055-282-9605,840,358.2,http://gnwomen.com,35.2051397,128.7026461,2016-05-31
남양평생교육센터,경상남도,창원시,작은도서관,"""법정공휴일, 셋째주 일요일""",9:30,19:00,36,15178,6,134,3,14,경상남도 창원시 성산구 대정로 84(남양동),희망나라,055-275-0307,1447.9,199,http://cafe.daum.net/mcwlnamyang,35.2088387,128.7009953,2016-05-31
성주평생교육센터,경상남도,창원시,작은도서관,국경일,9:00,18:30,33,20943,10,63,3,14,경상남도 창원시 성산구 공단로 735(성주동),성주동주민자치위원회,055-286-5506,1634,824,http://www.changwon.go.kr/town/sungju/main/main.jsp,35.1897462,128.6950216,2016-05-31
안민마을도서관,경상남도,창원시,작은도서관,"""국경일,일요일""",9:00,18:30,16,11007,10,42,2,14,경상남도 창원시 성산구 안민안길 34(안민동),성주동주민자치위원회,055-281-5520,366,131,http://www.changwon.go.kr/town/sungju/main/main.jsp,35.1872039,128.6927051,2016-05-31
청솔마을도서관,경상남도,창원시,작은도서관,"""국경일,일요일""",9:00,18:30,30,14063,6,0,2,14,경상남도 창원시 성산구 안민로 101번길 29(안민동),대동청솔 입주자대표회,055-264-0129,7655,533,,35.1884921,128.6901708,2016-05-31
웅남평생교육센터,경상남도,창원시,작은도서관,공휴일,9:00,18:00,15,20771,9,107,2,14,경상남도 창원시 성산구 신촌로 50(신촌동),웅남동주민자치위원회,055-286-5666,1613.5,541.3,,35.2053567,128.6271836,2016-05-31
반월작은도서관,경상남도,창원시,작은도서관,공휴일,9:00,18:00,43,14000,80,160,5,14,경상남도 창원시 마산합포구 3.15대로 121,반월동주민자치위원회,055-221-8160,204,204.95,,35.1903578,128.56244,2016-05-31
부림희망작은도서관,경상남도,창원시,작은도서관,"""일,공휴일(토)""",9:00,18:00,20,5840,80,0,3,14,경상남도 창원시 마산합포구 3.15대로 351 부림지하상가내,도서관연구회,070-8883-0531,84,84,http://cafe.naver.com/burimlibrary,35.2058193,128.572946,2016-05-31
상곡어울림작은도서관,경상남도,창원시,작은도서관,일요일,10:00,19:00,18,6431,4,85,3,7,경상남도 창원시 마산회원구 내서읍 상곡로 16 내서문화체육센터 2층,새마을운동창원시지회,070-8723-4204,188,188,http://cafe.naver.com/saggok,35.2433272,128.5045572,2016-05-31
합성가고파작은도서관,경상남도,창원시,작은도서관,일요일,9:00,18:00,30,7370,5,186,3,14,경상남도 창원시 마산회원구 합성서3길 21,합성동주민자치위원회,055-253-5583,1450,114,,35.242352,128.5837301,2016-05-31
봉암동작은도서관,경상남도,창원시,작은도서관,일요일,10:00,19:00,20,6435,2,124,2,14,경상남도 창원시 마산회원구 봉암북2길 31,봉암동주민자치위원회,055-292-5760,,105.38,,35.2212752,128.5972167,2016-05-31
숲속마을도서관,경상남도,창원시,작은도서관,일요일,9:30,18:30,24,12188,2,195,4,7,경상남도 창원시 마산회원구 내서읍 삼계본동1길 86 숲속마을3단지 복지관 2층,숲속책마을,055-252-0882,,135,http://cafe.daum.net/soop-library/saggok,35.2318086,128.497001,2016-05-31
이미지작은도서관,경상남도,창원시,작은도서관,일요일,9:00,18:00,30,16181,14,103,2,7,경상남도 창원시 마산회원구 내서읍 광려로 29,이미지작은도서관,055-294-9537,,108,http://cafe.naver.com/image294,35.2233185,128.5028317,2016-05-31
책사랑내서마을도서관,경상남도,창원시,작은도서관,일요일,10:00,19:00,40,20215,317,456,3,7,경상남도 창원시 마산회원구 내서읍 호원로 361-3 코오롱1차 관리동3층,책사랑회내서마을도서관,055-297-4724,99.174,99.174,다음/카페/내서마을도서관,35.2654308,128.5254974,2016-05-31
하늘채문화의집,경상남도,창원시,작은도서관,"""일,공휴일""",9:00,18:00,36,13397,10,198,2,7,경상남도 창원시 마산회원구 내서읍 호원로 359 코오롱2차아파트관리사무소2층,하늘채문화의집 작은도서관,055-292-0484,,218,daum.하늘채문화의집,35.265686,128.5244561,2016-05-31
옹달샘문고,경상남도,창원시,작은도서관,"""일,공휴일""",10:00,20:00,24,3439,7,125,2,7,경상남도 창원시 진해구 여좌로 67,이병곤,055-545-3551,,52,,35.1575008,128.6620064,2016-05-31
그루터기문고,경상남도,창원시,작은도서관,월요일,10:00,18:00,50,13000,200,290,2,7,경상남도 창원시 진해구 충장로455번길 19,박병판,055-543-0284,,116,,35.1495818,128.7005097,2016-05-31
진해자은3주공아파트마을문고,경상남도,창원시,작은도서관,"""토,일요일""",15:00,17:00,15,2000,0,0,2,7,경상남도 창원시 진해대로975번길 25,진해자은3주공아파트입주자대표,055-547-0748,,40,,35.1428545,128.7100189,2016-05-31
글벗나래작은도서관,경상남도,창원시,작은도서관,일요일,8:30,17:00,65,13770,8,106,3,7,경상남도 창원시 진해구 진해대로982번길 26,동진여자중학교,055-551-4425,,132,,35.1426139,128.7039894,2016-05-31
일신숲속마을작은도서관,경상남도,창원시,작은도서관,"""토,일요일""",13:00,16:00,20,6203,0,50,2,7,경상남도 창원시 진해구 안골로 357,조미숙,055-552-8810,,37.5,,35.1031109,128.8097609,2016-05-31
창원시아이세상장난감도서관,경상남도,창원시,작은도서관,"""월,일요일""",9:00,18:00,150,10205,23,2033,5,14,경상남도 창원시 진해구 편백로 39,창원시육아종합지원센터,055-541-1912,,523,http://cwtl.or.kr/,35.1495425,128.6605339,2016-05-31
푸른숲영어도서관,경상남도,창원시,작은도서관,일요일,13:30,18:30,25,1300,25,0,3,7,경상남도 창원시 진해구 풍호로 41,정병만,055-545-0022,,75,,35.1401149,128.7057138,2016-05-31
동작샘터도서관,서울특별시,동작구,작은도서관,"""매주 월요일, 법정공휴일""",9:00,18:00,50,19563,9,310,5,14,서울특별시 동작구 동작대로29길 63-26,서울특별시 동작구청,02-533-6750,501,241,http://lib.dongjak.go.kr/,37.48832,126.977553,2016-01-01
본도작은도서관,서울특별시,동작구,작은도서관,"""매주 월요일, 법정공휴일""",9:00,18:00,30,5823,4,99,5,14,서울특별시 동작구 노량진로32길 10,서울특별시 동작구청,02-813-7040,631,119.2,http://lib.dongjak.go.kr/,37.513044,126.95609,2016-01-01
약수작은도서관,서울특별시,동작구,작은도서관,"""매주 월요일, 법정공휴일""",9:00,18:00,47,16140,12,638,5,14,서울특별시 동작구 양녕로22바길 64,서울특별시 동작구청,02-823-1907,519,122.49,http://lib.dongjak.go.kr/,37.49785,126.94741,2016-01-01
구이모악작은도서관,전라북도,완주군,작은도서관,"""법정공휴일, 일요일""",9:00,18:00,30,9014,10,0,3,14,전라북도 완주군 구이면 구이로 1482 구이주민자치센터2층,전라북도 완주군청,063-223-4167,,76,http://lib.wanju.go.kr,35.7318696,127.1207579,2016-10-20
이서배꽃뜰작은도서관,전라북도,완주군,작은도서관,"""법정공휴일, 일요일""",9:00,18:00,30,10763,10,0,3,14,전라북도 완주군 이서면 이서로 55 이서주민자치센터 2층,전라북도 완주군청,063-224-5122,,145,http://lib.wanju.go.kr,35.8206471,127.0224162,2016-10-20
이서별마루작은도서관,전라북도,완주군,작은도서관,"""법정공휴일, 일요일""",9:00,18:00,30,5000,10,0,3,14,전라북도 완주군 이서면 이서로 갈산1로 71,전라북도 완주군청,063-222-1919,,,http://lib.wanju.go.kr,35.8382262,127.0531788,2016-10-20
상관기찻길작은도서관,전라북도,완주군,작은도서관,"""법정공휴일, 일요일""",9:00,18:00,30,10032,10,0,3,14,전라북도 완주군 상관면 신리로49 주민자치센터,전라북도 완주군청,063-231-3200,,192,http://lib.wanju.go.kr,35.7702304,127.2070102,2016-10-20
소양철쭉작은도서관,전라북도,완주군,작은도서관,"""법정공휴일, 일요일""",9:00,18:00,30,7357,10,0,3,14,전라북도 완주군 소양면 소양로 194 소양주민자치센터 1층,전라북도 완주군청,063-247-8866,,155,http://lib.wanju.go.kr,35.8546744,127.2281843,2016-10-20
화산골작은도서관,전라북도,완주군,작은도서관,"""법정공휴일, 일요일""",9:00,18:00,30,4924,10,0,3,14,전라북도 완주군 화산면 화산로 830-14 화산면사무소 2층,전라북도 완주군청,063-263-1199,,138,http://lib.wanju.go.kr,36.0356446,127.2035449,2016-10-20
경천애인작은도서관,전라북도,완주군,작은도서관,"""법정공휴일, 일요일""",9:00,18:00,30,2940,10,0,3,14,전라북도 완주군 경천면 갱금길 29-9,전라북도 완주군청,063-262-2987,,75,http://lib.wanju.go.kr,36.0218744,127.2475364,2016-10-20
행복미소작은도서관,경상남도,산청군,작은도서관,국가지정공휴일,9:00,18:00,15,9408,1,0,5,7,경상남도 산청군 신안면 원지로4번길 36,경상남도 산청군청,055-970-7449,,105,,35.30138582,127.9744611,2016-08-12
선비마을작은도서관,경상남도,산청군,작은도서관,국가지정공휴일,9:00,18:00,12,5649,0,0,7,7,경상남도 산청군 시천면 남명로234번길 31,경상남도 산청군청,055-974-0190,,69,,35.27613314,127.8447867,2016-08-12
동명작은도서관,경상북도,칠곡군,작은도서관,매주일/월요일 및 국가지정 공휴일,9:00,18:00,60,3869,10,0,5,14,경상북도 칠곡군 동명면 금암중앙길 56,경상북도 칠곡군청,054-974-8219,266.5,266.5,www.chilgoklib.or.kr,35.9699038,128.5200773,2015-09-01
고맙습니다 보물섬 작은도서관,부산광역시,사상구,작은도서관,매주일요일,9:00,18:00,81,13761,0,0,3,14,부산광역시 사상구 모라로 110번길 129 모라종합사회복지관 2층,박영규(모라종합사회복지관),051-304-9876,,218.7,,,,2016-06-09
꿈꾸는 작은도서관,부산광역시,사상구,작은도서관,"""매주월,수요일""",10:00,16:00,12,1200,0,0,0,0,"""부산광역시 사상구 새벽로202번길 53, 2층""",이순희,051-312-1567,,49.8,,,,2016-06-09
늘소망 작은도서관,부산광역시,사상구,작은도서관,"""매주토,일요일""",10:00,18:00,15,3600,0,0,0,0,부산광역시 사상구 냉정로 4번길 17,대한예수교장로회 늘소망교회,051-316-8026,,44.59,,,,2016-06-09
다문화도서관,부산광역시,사상구,작은도서관,"""매주토,일요일""",9:00,18:00,28,3500,0,0,3,21,"""부산광역시 사상구 사상로 448, 부산은행 3층""",(사)이주민과함께/부산외국인근로자지원센터,051-900-0900,,297,,,,2016-06-09
모라1동 작은도서관,부산광역시,사상구,작은도서관,매주일요일,9:00,18:00,40,10254,0,0,3,14,부산광역시 사상구 사상로 483,모라1동 작은도서관 운영위원회 남정선,051-310-3252,,160.41,,,,2016-06-09
사상 작은도서관,부산광역시,사상구,작은도서관,매주일요일,9:00,21:00,25,13400,0,0,3,14,부산광역시 사상구 새벽로 168번길 61,사상구청 문화홍보과,051-310-3242,,514.48,,,,2016-06-09
엄궁 쌈지 작은도서관,부산광역시,사상구,작은도서관,매주일요일,9:00,18:00,16,10997,0,0,3,14,부산광역시 사상구 엄궁북로 15,엄궁작은도서관자치운영위원회,051-310-3221,,84,,,,2016-06-09
열린 작은도서관,부산광역시,사상구,작은도서관,"""매주토,일요일""",10:00,18:00,6,1450,0,0,0,0,부산광역시 사상구 사상로 309번길62,서미돌,051-305-7069,,33,,,,2016-06-09
좋은씨앗 작은도서관,부산광역시,사상구,작은도서관,"""매주토,일요일""",10:00,16:00,12,1000,0,0,2,14,"""부산광역시 사상구 가야대로 397, 2층""",안은선,070-8246-2924,,45.07,,,,2016-06-09
주례쌈지작은도서관,부산광역시,사상구,작은도서관,매주일요일,9:00,18:00,30,13188,0,0,3,14,부산광역시 사상구 주례로 116,주례쌈지 작은도서관 운영위원회 백승렬,051-310-3345,,82.2,,,,2016-06-09
책누리작은도서관,부산광역시,사상구,작은도서관,"""매주토,일요일""",10:00,16:00,24,9039,0,0,0,0,"""부산광역시 사상구 엄궁로 154, 엄궁대림아파트 관리실 내""",책누리 도서관 운영위원회,051-323-9115,,99,,,,2016-06-09
포도송이 작은도서관,부산광역시,사상구,작은도서관,"""매주토,일요일""",10:00,16:00,10,1400,0,0,2,14,"""부산광역시 사상구 광장로56번길 67, 501,502호""",박정은,070-4100-0191,,48,,,,2016-06-09
한울타리 작은도서관,부산광역시,사상구,작은도서관,"""매주토,일요일""",10:00,16:00,10,1400,0,0,0,0,부산광역시 사상구 사상로 202번길 48,백형복,051-322-2833,,33,,,,2016-06-09
함께 작은도서관,부산광역시,사상구,작은도서관,"""매주토,일요일""",10:00,17:00,12,1200,0,0,0,0,"""부산광역시 사상구 운산로 112, 4층""",비영리법인 '함께' 유광숙,051-311-0886,,76.2,,,,2016-06-09
함께하는 작은도서관,부산광역시,사상구,작은도서관,"""매주월,일요일""",10:00,16:00,12,1300,0,0,2,24,"""부산광역시 사상구 백양대로 887-26, 함께하는 교회""",최상구,051-949-5476,,76.2,,,,2016-06-09
햇살나무작은도서관,부산광역시,사상구,작은도서관,"""매주토,일요일""",10:00,17:00,40,9400,0,0,2,14,부산광역시 사상구 모라로110번길 29 3층,부산여성회 김선희,051-312-1391,,132,,,,2016-06-09
화가마을 작은도서관,부산광역시,사상구,작은도서관,"""매주토,일요일""",11:00,16:00,8,1100,0,0,0,0,"""부산광역시 사상구 낙동대로1210번길 34, 상가동-403호""",이경순,051-313-7213,,39.2,,,,2016-06-09
능주면민도서관,전라남도,화순군,작은도서관,"""매주 월요일, 법정공휴일""",9:00,22:00,36,"""1,209""",0,0,3,14,전라남도 화순군 능주면 정암길 90,전라남도 화순군청,061-372-2445,839.49,218.24,-,34.9890688,126.9575585,2015-08-18
세빛도서관,전라남도,화순군,작은도서관,없음,7:00,18:00,20,"""2,500""",1,0,3,14,전라남도 화순군 화순읍 갱정길 16(세빛교회),세빛도서관,061-375-1009,-,109,-,35.0647639,126.9940659,2015-01-01
화순작은도서관,전라남도,화순군,작은도서관,"""매주 일요일, 월요일""",13:00,18:00,10,"""3,000""",3,0,3,14,전라남도 화순군 동면 언동1길 82,화순작은도서관,061-371-9122,-,60,-,35.0430302,127.0317411,2015-01-01
다사랑작은도서관,전라남도,화순군,작은도서관,매주 일요일,8:00,18:00,30,"""3,617""",3,0,3,14,전라남도 화순군 화순읍 진각로 125(2층),다사랑작은도서관,061-371-0191,-,66,-,35.062381,126.9858847,2015-01-01
지혜샘어린이문고,전라남도,화순군,작은도서관,"""매주 토요일,일요일""",9:00,17:00,10,"""1,500""",0,0,3,14,전라남도 화순군 화순읍 중앙로 133(시온교회),지혜샘어린이문고,061-375-3004,-,38,-,35.0604876,126.9961312,2015-01-01
늘푸른작은도서관,전라남도,화순군,작은도서관,없음,10:00,17:00,20,"""3,282""",2,0,3,14,전라남도 화순군 능주면 학포로 2235-3(늘푸른교회),늘푸른작은도서관,061-371-9115,-,66,-,35.013108,126.95205,2015-01-01
화순중앙도서관,전라남도,화순군,작은도서관,매주 월요일,10:00,18:00,28,"""2,554""",3,0,3,14,전라남도 화순군 화순읍 매화동길 24-1(중앙교회),화순중앙도서관,061-373-8291,-,41,-,35.0578317,126.9773981,2015-01-01
꿈나무도서관,전라남도,화순군,작은도서관,매주 월요일,9:00,17:00,24,"""2,500""",0,0,3,14,전라남도 화순군 화순읍 칠충로 146(중부교회),꿈나무도서관,061-374-1004,-,66,-,35.0614303,126.984385,2015-01-01
빛나라도서관,전라남도,화순군,작은도서관,없음,9:00,18:00,22,"""3,600""",34,0,3,14,전라남도 화순군 화순읍 오성로 519-12(신실한교회),빛나라도서관,061-375-1047,-,46.9,-,35.0539587,126.9654276,2015-01-01
한천하누리작은도서관,전라남도,화순군,작은도서관,"""매주 월요일, 화요일""",15:00,20:00,8,"""1,000""",0,0,3,14,전라남도 화순군 한천면 한계2길 14,한천하누리작은도서관,061-373-0055,-,94.5,-,34.9759513,126.998225,2015-01-01
해망마을도서관,전라남도,화순군,작은도서관,매주 일요일,14:00,17:00,30,"""1,200""",0,0,3,14,전라남도 화순군 도암면 아내미길 7,해망마을도서관,061-373-9937,-,116.41,-,34.9643822,126.8889739,2015-01-01
달빛 작은도서관,전라남도,화순군,작은도서관,"""매주 일요일, 월요일""",13:00,17:00,30,"""2,500""",0,0,3,14,전라남도 화순군 화순읍 일심3길 10(2층) [월광교회],달빛 작은도서관,061-379-3957,-,78.72,-,35.0560654,126.9934826,2015-01-01
마중물 작은도서관,전라남도,화순군,작은도서관,"""매주 토요일,일요일""",13:00,19:00,12,"""1,200""",0,0,3,14,전라남도 화순군 화순읍 정곡로 25-5 [화순명성교회],마중물 작은도서관,061-379-3957,-,36.35,-,35.0504192,126.9603944,2015-01-01
안심 작은도서관,전라남도,화순군,작은도서관,매주 목요일,14:00,17:00,25,"""2,500""",0,0,3,14,전라남도 화순군 이서면 안심길 26,안심 작은도서관,061-379-3957,-,63,-,35.106199,127.0420849,2015-01-01
잠정햇살마을도서관,전라남도,화순군,작은도서관,매주 월요일,15:00,22:00,39,"""1,150""",0,0,3,14,전라남도 화순군 능주면 잠정햇살길 20(잠정햇살마을),잠정햇살마을도서관,061-379-3957,-,86.2,-,34.9828193,126.9590842,2015-01-01
능성예절도서관,전라남도,화순군,작은도서관,없음,10:00,17:00,15,"""1,500""",0,0,3,14,전라남도 화순군 능주면 교촌길 36(능주향교),능성예절도서관,061-379-3957,-,50.8,-,34.9895869,126.9513476,2015-01-01
한아름도서관,경기도,팔달구,작은도서관,"""매주월요일, 국가지정 공휴일""",9:00,22:00,80,49803,68,1042,5,14,경기도 수원시 팔달구 권광로 293(인계동 333),수원시청소년육성재단,031-218-0420,555,555,http://sycc.suwonlib.go.kr,37.2736314,127.0350112,2016-06-07
사랑샘도서관,경기도,영통구,작은도서관,"""매주토,일요일, 국가지정공휴일""",9:00,18:00,63,25021,5,2942,3,14,경기도 수원시 영통구 창룡대로 255(이의동 1088-13),수원중앙복지재단,031-548-5660,7929,542,http://swlove.suwonlib.go.kr,37.29554796,127.0360499,2016-06-07
희망샘도서관,경기도,권선구,작은도서관,"""1,3주 일요일, 국가지정 공휴일""",9:00,22:00,137,36640,72,2133,5,14,경기도 수원시 권선구 매송고색로 620(고색동 905-11),수원YMCA,031-291-6944,417,417,http://swhope.suwonlib.go.kr,37.2502321,126.975473,2016-06-07
반달어린이도서관,경기도,영통구,작은도서관,"""매주일요일, 국가지정 공휴일""",9:00,18:00,120,35811,20,322,3,14,경기도 수원시 영통구 반달로 45(영통동 1012-5),조계종수원사,031-201-8350,7193,428,http://bandal.suwonlib.go.kr,37.25068516,127.0773862,2016-06-07
화홍어린이도서관,경기도,팔달구,작은도서관,"""매주월요일, 국가지정 공휴일""",10:00,17:00,100,15986,9,703,3,14,"""경기도 수원시 팔달구 수원천로361(북수동 44-2, 유가심인당)""",대한불교진각종 유가심인당,031-254-2585,355,355,http://hwahong.suwonlib.go.kr/,37.285792,127.0150018,2016-06-07
로뎀나무 작은도서관,광주광역시,서구,작은도서관,"""매주월요일, 국가지정공휴일""",10:00,18:00,60,25000,10,400,3,7,광주광역시 서구 천변좌하로 598-5,이웃을행복하게하는사람들(이재환),062-373-3374,,,,35.16891417,126.8761715,2016-10-24
나무샘작은도서관,광주광역시,서구,작은도서관,"""매주월요일, 국가지정공휴일""",9:00,18:00,26,5000,0,0,0,0,광주광역시 서구 죽봉대로 111번길 25-1,,062-524-7115,,37,,35.16338073,126.880667,2016-10-24
작은도서관 두럭,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",10:00,18:00,35,1500,0,0,3,14,광주광역시 서구 상무민주로 104,,062-371-3200,,50,,35.16004535,126.8601077,2016-10-24
